isin,name,ticker,source
DE0007507501,WashTec,WSU.DE,openfigi
DE0007551509,Uzin Utz,UZU.DE,openfigi
DE0007568578,SFC Energy,F3C.DE,openfigi
DE0007664005,Volkswagen,VOW.DE,openfigi
DE0007667107,Vossloh,VOS.DE,openfigi
DE0007830572,Daldrup & Söhne,4DS.DE,openfigi
DE0007846867,Viscom,V6C.DE,openfigi
DE0007856023,ElringKlinger,ZIL2.DE,openfigi
DE0007857476,Klassik Radio,KA8.DE,openfigi
DE0008019001,Deutsche Pfandbriefbank,PBB.DE,openfigi
DE0008051004,Wüstenrot & Württembergische,WUW.DE,openfigi
DE0008131350,medondo holding AG Inhaber-Aktien o.N.,AMI.DE,openfigi
DE0008148206,Merkur Bank,MBK.DE,openfigi
DE0008232125,Lufthansa,LHA.DE,openfigi
DE0008303504,TAG Immobilien,TEG.DE,openfigi
DE0008402215,Hannover Rueck,HNR1.DE,openfigi
DE0008404005,Allianz,ALV.DE,openfigi
DE0008430026,Münchener Rück,MUV2.DE,openfigi
DE0008435967,Nürnberger Versicherung,NBG6.DE,openfigi
DE000A0B9N37,JDC,JDC.DE,openfigi
DE000A0BL849,Vita 34,V3V.DE,openfigi
DE000A0D6554,Nordex,NDX1.DE,openfigi
DE000A0D9PT0,MTU Aero Engines,MTX.DE,openfigi
DE000A0DJ6J9,SMA Solar Technology,S92.DE,openfigi
DE000A0DNAY5,Bet-at-Home,ACX.DE,openfigi
DE000A0ETBQ4,MBB,MBB.DE,openfigi
DE000A0H52F5,MVV Energie,MVV1.DE,openfigi
DE000A0HGQS8,Plan Optik,P4O.DE,openfigi
DE000A0HL8N9,2G Energy,2GB.DE,openfigi
DE000A0HN5C6,Deutsche Wohnen,DWNI.DE,openfigi
DE000A0JBPG2,PNE,PNE3.DE,openfigi
DE000A0JC8S7,Datagroup,D6H.DE,openfigi
DE000A0JDBC7,Limes Schlosskliniken,LIK.DE,openfigi
DE000A0JJTG7,Gateway Real Estate,GTY.DE,openfigi
DE000A0JL9W6,VERBIO,VBK.DE,openfigi
DE000A0JM2M1,Blue Cap,B7E.DE,openfigi
DE000A0KPPR7,Nabaltech,NTG.DE,openfigi
DE000A0LBFE4,MeVis Medical Solutions,M3V.DE,openfigi
DE000A0LBKW6,aconnic,CFC.DE,openfigi
DE000A0LD6E6,Gerresheimer,GXI.DE,openfigi
DE000A0LR4P1,HWA AG Inhaber-Aktien o.N.,H9W.DE,openfigi
DE000A0LR936,STEICO,ST5.DE,openfigi
DE000A0LR9G9,Exasol,EXL.DE,openfigi
DE000A0M93V6,Advanced Blockchain,ABX.DE,openfigi
DE000A0MSN11,Nynomic,M7U.DE,openfigi
DE000A0MVLS8,Envitec Biogas,ETG.DE,openfigi
DE000A0MZ4B0,Delignit,DLX.DE,openfigi
DE000A0N4N52,NFON,NFN.DE,openfigi
DE000A0S8488,Hamburger HafenLog,HHFA.DE,openfigi
DE000A0S9QZ8,stock3,BOG.DE,openfigi
DE000A0SMU87,Northern Data,NB2.DE,openfigi
DE000A0STSQ8,M1 Kliniken,M12.DE,openfigi
DE000A0V9LA7,DATRON,DAR.DE,openfigi
DE000A0WMPJ6,Aixtron,AIXA.DE,openfigi
DE000A0XFSF0,DEMIRE,DMRE.DE,openfigi
DE000A0XYG76,Deutsche Rohstoff,DR0.DE,openfigi
DE000A0XYGA7,Technotrans,TTR1.DE,openfigi
DE000A0XYHT5,IBU-Tec,IBU.DE,openfigi
DE000A0Z1JH9,PSI Software,PSAN.DE,openfigi
DE000A0Z23Q5,Adesso,ADN1.DE,openfigi
DE000A0Z2ZZ5,FreeNet,FNTN.DE,openfigi
DE000A11Q059,Elumeo,ELB.DE,openfigi
DE000A11Q133,H&K AG Inhaber-Aktien o.N.,MLHK.PA,openfigi
DE000A11QVV0,Heidelberg Pharma,HPHA.DE,openfigi
DE000A11QW68,7C Solarparken,HRPK.DE,openfigi
DE000A12DM80,Scout24,G24.DE,openfigi
DE000A12UK08,Mountain Alliance,ECF.DE,openfigi
DE000A12UP29,LAIQON AG,LQAG.DE,openfigi
DE000A12UP37,NorCom Inf Tech,NC5A.DE,openfigi
DE000A12UPJ7,PANTAFLIX,PAL.DE,openfigi
DE000A13SUL5,DEFAMA,DEF.DE,openfigi
DE000A13SX22,Hella GmbH & Co,HLE.DE,openfigi
DE000A161077,Ernst Russ,ERAG.DE,openfigi
DE000A161408,HelloFresh,HFG.DE,openfigi
DE000A161N30,GRENKE,GLJ.DE,openfigi
DE000A1681X5,Singulus Technologies,SNG.DE,openfigi
DE000A168205,Shareholder Value Beteilig.AG Namens-Aktien o.N.,SVE.DE,openfigi
DE000A1A6V48,KPS,KSC.DE,openfigi
DE000A1A6WE6,DocCheck,AJ91.DE,openfigi
DE000A1DAHH0,Brenntag,BNR.DE,openfigi
DE000A1EMHE0,Tonkens Agrar AG Inhaber-Aktien o.N.,GTK.DE,openfigi
DE000A1EWVY8,Formycon,FYB.DE,openfigi
DE000A1EWWW0,Adidas,ADS.DE,openfigi
DE000A1EWXA4,clearvise,ABO.DE,openfigi
DE000A1H8BV3,NORMA Group,NOEJ.DE,openfigi
DE000A1J5RX9,Telefonica Deutschland,O2D.SW,openfigi
DE000A1K0201,Gesco,GSC1.DE,openfigi
DE000A1K0235,Suess MicroTec,SMHN.DE,openfigi
DE000A1ML7J1,Vonovia,VNA.DE,openfigi
DE000A1MMCC8,Medios,ILM1.DE,openfigi
DE000A1MME74,Netfonds,NF4.DE,openfigi
DE000A1MMEV4,The Payments Group,PGH.DE,openfigi
DE000A1PHBB5,R. STAHL,RSL2.DE,openfigi
DE000A1PHFF7,Hugo Boss,BOSS.DE,openfigi
DE000A1RFMY4,RCM Beteiligungs,RCMN.DE,openfigi
DE000A1TNNN5,AS Création Tapeten,ACWN.DE,openfigi
DE000A1TNU68,STS Group,SF3.DE,openfigi
DE000A1TNUT7,Deutsche Beteiligungs AG,DBAN.DE,openfigi
DE000A1TNV91,Bitcoin Group,ADE.DE,openfigi
DE000A1TNWJ4,MPC Munchmeyer Petersen,MPCK.DE,openfigi
DE000A1X3WX6,ERWE Immobilien,ERWE.DE,openfigi
DE000A1X3XX4,Branicks Group,BRNK.DE,openfigi
DE000A1X3YY0,Bastei Lübbe,BST.DE,openfigi
DE000A1YC913,FCR Immobilien,FC9.DE,openfigi
DE000A254203,Meta Wolf,WOLF.DE,openfigi
DE000A254211,INTERSHOP,ISHA.DE,openfigi
DE000A254294,Heidelberger Beteilig.hldg AG Inhaber-Aktien o.N.,IPOK.DE,openfigi
DE000A255F11,Friedrich Vorwerk Group,VH2.DE,openfigi
DE000A255G02,Enapter,H2O.DE,openfigi
DE000A288904,CompuGroup Medical,COP,openfigi
DE000A289V03,MPH Health Care,93M1.DE,openfigi
DE000A2AA204,DF Deutsche Forfait AG Namens-Aktien o.N.,DFTK.DE,openfigi
DE000A2AAA75,Seven Principles,T3T1.DE,openfigi
DE000A2AAE22,SBF,CY1K.DE,openfigi
DE000A2BPK34,net digital AG,VRL.DE,openfigi
DE000A2DA588,MAX Automation,MXHN.DE,openfigi
DE000A2DAM03,Aumann,AAG.DE,openfigi
DE000A2E4K43,Delivery Hero,DHER.DE,openfigi
DE000A2E4LE9,Voltabox,VOTR.DE,openfigi
DE000A2E4MK4,Noratis,NUVA.DE,openfigi
DE000A2E4SV8,Cyan,CYR.DE,openfigi
DE000A2E4T77,H&R GmbH & Co.,2HRA.DE,openfigi
DE000A2G8X31,Serviceware,SJJ.DE,openfigi
DE000A2G8ZX8,Pyrum,PYR.DE,openfigi
DE000A2GS5D8,Dermapharm Holding,DMP.DE,openfigi
DE000A2GS609,Smartbroker Holding,SB1.DE,openfigi
DE000A2GS633,Allgeier,AEIN.DE,openfigi
DE000A2GSU42,Brockhaus Technologies,BKHT.DE,openfigi
DE000A2LQ2D0,029 Group,Z29.DE,openfigi
DE000A2LQ884,Auto1 Group,AG1.DE,openfigi
DE000A2N4H07,Westwing,WEW.DE,openfigi
DE000A2NB601,Jenoptik,JEN.DE,openfigi
DE000A2NB650,Mutares,MUX.DE,openfigi
DE000A2NBX80,Instone Real Estate,INS.DE,openfigi
DE000A2P4HL9,123Driving School,123F.DE,openfigi
DE000A2YN355,Circus,CA1.DE,openfigi
DE000A2YN504,Knaus Tabbert,KTA.DE,openfigi
DE000A2YN777,pferdewetten.de,EMH.DE,openfigi
DE000A2YN900,TeamViewer,TMV.DE,openfigi
DE000A2YNT30,AlzChem Group,ACT.DE,openfigi
DE000A2YPDD0,VIB Vermoegen,VIH1.DE,openfigi
DE000A32VN59,Solutiance AG Namens-Aktien o.N.,SLSA.DE,openfigi
DE000A35JR33,Lübke Kelber AG Namens-Aktien o.N.,SZ50.DE,openfigi
DE000A35JS40,Cliq Digital,CLIQ.DE,openfigi
DE000A37FT41,Epigenomics,EPGNF,openfigi
DE000A37FUP2,CANNOVUM CANNABIS AG Inhaber-Aktien o.N.,27N0.DE,openfigi
DE000A3C35W0,Darwin AG,7V0.DE,openfigi
DE000A3CM708,sdm SE Inhaber-Aktien o.N.,75S.DE,openfigi
DE000A3CMGN3,hGears,HGEA.DE,openfigi
DE000A3CN9R8,Tokentus Investment,14D.DE,openfigi
DE000A3CQ7F4,Bike24,BIKE.DE,openfigi
DE000A3CRRN9,Cherry,C3RY.DE,openfigi
DE000A3CSAE2,Mister Spex,MRX.DE,openfigi
DE000A3DRAE2,SMT SCHARF,S188.DE,openfigi
DE000A3DSV01,Cantourage,HIGH.DE,openfigi
DE000A3DW408,Neon Equity,D77.DE,openfigi
DE000A3E00M1,IONOS Group,IOS.DE,openfigi
DE000A3E5A59,Synbiotic,SBX.DE,openfigi
DE000A3E5C24,MHP Hotel AG,CDZ0.DE,openfigi
DE000A3E5D56,Fuchs Petrolub,FPE.DE,openfigi
DE000A3E5E55,Ringmetall,HP3A.DE,openfigi
DE000A3E5ED2,Veganz Group,VEZ.DE,openfigi
DE000A3ENQ51,SCHOTT Pharma,1SXP.DE,openfigi
DE000A3EYLC7,mwb fairtrade Wphdlsbank AG,MWB0.DE,openfigi
DE000A3H2101,aap Implantate,AAQ1.DE,openfigi
DE000A3H2135,Binect,MA10.DE,openfigi
DE000A3H2200,Nagarro,NA9.DE,openfigi
DE000A3MQR99,GBS Software,INW.DE,openfigi
DE000A4096T1,PRO DV,PDA0.DE,openfigi
DE000A40AEG0,Pentixapharm Holding,PTP.DE,openfigi
DE000A40ET13,audius SE,3ITN.DE,openfigi
DE000A40KXC8,Going Public Media,G6P0.DE,openfigi
DE000A40KXL9,The Grounds Real Estate Development,AMM.DE,openfigi
DE000A40QVM8,Innoscripta,1INN.DE,openfigi
DE000A40ZTT8,TIN INN Holding,TIW.DE,openfigi
DE000A40ZUV2,Varengold Bank,VG80.DE,openfigi
DE000A4BGGM7,Biofrontera,B8FK.DE,openfigi
DE000AUM0V10,AUMOVIO,AMV0.DE,openfigi
DE000BASF111,BASF,BAS.DE,openfigi
DE000BAY0017,Bayer,BAYN.DE,openfigi
DE000BCK2223,Ottobock,OBCK.DE,openfigi
DE000BEAU1Y4,Douglas,DOU.DE,openfigi
DE000BGAG981,Bio-Gate AG Inhaber-Aktien o.N.,BIG1.DE,openfigi
DE000CBK1001,Commerzbank,CBK.DE,openfigi
DE000DTR0CK8,Daimler Truck Holding,DTG.DE,openfigi
DE000DWS1007,DWS Group,DWS.DE,openfigi
DE000ENER6Y0,Siemens Energy,ENR.DE,openfigi
DE000EVNK013,Evonik Industries,EVK.DE,openfigi
DE000FTG1111,flatexDEGIRO,FTK.DE,openfigi
DE000HAG0005,Hensoldt,HAG.DE,openfigi
DE000HLAG475,Hapag-Lloyd,HLAG.DE,openfigi
DE000JST4000,Jost Werke,JST.DE,openfigi
DE000KBX1006,Knorr-Bremse,KBX.DE,openfigi
DE000KC01000,Kloeckner & Co.,KCO.DE,openfigi
DE000KGX8881,KION,KGX.DE,openfigi
DE000KSAG888,K+S,SDF.DE,openfigi
DE000LEG1110,LEG Immobilien,LEG.DE,openfigi
DE000NCA0001,Thyssenkrupp Nucera,NCH2.DE,openfigi
DE000PAT1AG3,PATRIZIA,PAT.DE,openfigi
DE000PFSE212,Pfisterer Holding,PFSE.DE,openfigi
DE000PSM7770,ProSiebenSat.1 Media,PSM.DE,openfigi
DE000RENK730,RENK Group,R3NK.DE,openfigi
DE000SAFH001,SAF-HOLLAND,SFQ.DE,openfigi
DE000SHA0100,Schaeffler,SHA0.DE,openfigi
DE000SHL1006,Siemens Healthineers,SHL.DE,openfigi
DE000SPG1003,Springer Nature,SPG.DE,openfigi
DE000STAB1L8,Stabilus,STM.DE,openfigi
DE000STRA555,Stratec,SBS.DE,openfigi
DE000SYM9999,Symrise,SY1.DE,openfigi
DE000TKMS001,TKMS AG & Co. KGaA Inhaber-Aktien o.N.,TKMS.DE,openfigi
DE000TLX1005,Talanx,TLX.DE,openfigi
DE000TRAT0N7,Traton,8TRA.DE,openfigi
DE000TUAG505,TUI (AG),TUI1.DE,openfigi
DE000UNSE026,Uniper,UN0.DE,openfigi
DE000WACK012,Wacker Neuson,WAC.DE,openfigi
DE000WAF3001,Siltronic,WAF.DE,openfigi
DE000WCH8881,Wacker Chemie,WCH.DE,openfigi
DE000WNDL300,Nakiki,WDL1.DE,openfigi
DE000ZAL1111,Zalando,ZAL.DE,openfigi
DE000ZEAL241,ZEAL Network,TIMA.DE,openfigi
DK0010181759,Carlsberg (B),CBGB.DE,openfigi
DK0010244425,A.P. Moller - Maersk (A),DP4A.DE,openfigi
DK0010244508,A.P. Moeller - Maersk (B),DP4B.DE,openfigi
DK0010272202,Genmab,GE9.DE,openfigi
DK0010287663,NKT,NKT.DE,openfigi
DK0010307958,Jyske Bank,JYS1.DE,openfigi
DK0060079531,DSV,DS81.DE,openfigi
DK0060094928,Orsted,D2G.DE,openfigi
DK0060257814,Zealand Pharma,22Z.DE,openfigi
DK0060336014,Novozymes,NZM2.DE,openfigi
DK0060448595,Coloplast,CBHD.DE,openfigi
DK0060542181,ISS,QJQ.DE,openfigi
DK0060636678,Tryg,T2V1.DE,openfigi
DK0060952240,Better Collective,BETCO.ST,openfigi
DK0061027356,SP Group,SPG,openfigi
DK0061539921,Vestas Wind Systems,VWSB.DE,openfigi
DK0063855168,Rockwool A/S Navne-Aktier B DK 1,R902.DE,openfigi
ES0105548004,Grupo Ecoener,ENER.MI,openfigi
ES0105704003,Virtualware,ALVIR.PA,openfigi
ES0105719001,Nortem Biogroup,MLBIO.PA,openfigi
ES0105777017,PUIG Brands,PUIG.MI,openfigi
ES0109260531,Amper,AMP.MI,openfigi
ES0109429037,ISPD Network,ALISP.PA,openfigi
ES0112320009,Catenon,COM.MI,openfigi
ES0113211835,Banco Bilbao Vizcaya Argentaria,BOY.DE,openfigi
ES0113860A34,Banco Sabadell,SAB.MI,openfigi
ES0113900J37,Banco Santander,BSD2.DE,openfigi
ES0126775008,Distribuidora Intl de Alim.SA Acciones Port. EO 5,DIA.MI,openfigi
ES0126962069,Nueva Expresion Textil,NXT.MI,openfigi
ES0134950F36,Faes Farma,FAE.MI,openfigi
ES0140609019,CaixaBank,48CA.DE,openfigi
ES0177542018,International Consolidated Airlines,INR.DE,openfigi
ES0180907000,Unicaja Banco,UNI.MI,openfigi
FI0009000277,TietoEVRY,TIETOS.ST,openfigi
FI0009000681,Nokia,NOA3.DE,openfigi
FI4000064332,NoHo Partners,NOHO,openfigi
FI4000153309,Faron Pharmaceuticals OY,FARN.L,openfigi
FI4000153465,Alexandria Pankkiiriliike,ALEX,openfigi
FI4000348909,Rush Factory,SBI,openfigi
FI4000513437,Evli,EVLI,openfigi
FI4000523675,SRV Yhtiöt,B7J1.DE,openfigi
FI4000552500,Sampo,SMP0.DE,openfigi
FR0000030074,Malteries Franco-Belges,MALT.PA,openfigi
FR0000031023,Électricité Strasbg.,ELEC.PA,openfigi
FR0000031106,Troc,MLTRO.PA,openfigi
FR0000031577,Virbac,VIRP.PA,openfigi
FR0000031775,Vicat,VCT.PA,openfigi
FR0000031973,Fayenc.Sarreguemines Digoin,FSDV.PA,openfigi
FR0000032526,Guerbet,GBT.PA,openfigi
FR0000032658,Synergie,SDG.PA,openfigi
FR0000033003,Touax,ALTOU.PA,openfigi
FR0000033599,Lexibook,ALLEX.PA,openfigi
FR0000033888,Gevelot,ALGEV.PA,openfigi
FR0000033904,Jacquet Metal,JCQ.PA,openfigi
FR0000034894,Gaumont,GAM.PA,openfigi
FR0000035164,Beneteau,BEN.PA,openfigi
FR0000035370,Bastide Le Confort Médical,BLC.PA,openfigi
FR0000035719,Electricité Madagas,EEM.PA,openfigi
FR0000035784,Transition Evergreen,EGR.PA,openfigi
FR0000036675,Groupe Crit,CEN.PA,openfigi
FR0000038184,FIPP,FIPP.PA,openfigi
FR0000038242,Lumibird,LBIRD.PA,openfigi
FR0000038465,Passat,ALPAS.PA,openfigi
FR0000038531,HF Company,ALHF.PA,openfigi
FR0000038606,Manitou BF,MTU.PA,openfigi
FR0000039091,Robertet,RBT.PA,openfigi
FR0000039109,Seche Environnement,SCHP.PA,openfigi
FR0000039216,Altareit,AREIT.PA,openfigi
FR0000039232,Aurea,AURE.PA,openfigi
FR0000039299,Bollore,BOL.PA,openfigi
FR0000039620,Mersen,MRN.PA,openfigi
FR0000044448,Nexans,NEX.PA,openfigi
FR0000044471,Ramsay Generale de Sante,GDS.PA,openfigi
FR0000044943,Logic Instrument,ALLOG.PA,openfigi
FR0000045072,Crédit Agricole,ACA.PA,openfigi
FR0000045601,Robertet (CI),CBE.PA,openfigi
FR0000050049,Viel,VIL.PA,openfigi
FR0000050353,Lisi,FII.PA,openfigi
FR0000050395,Crosswood,CROS.PA,openfigi
FR0000050809,Sopra Steria,SOP.PA,openfigi
FR0000051070,Maurel & Prom,MAU.PA,openfigi
FR0000051393,IDI,IDIP.PA,openfigi
FR0000051807,Teleperformance,TEP.PA,openfigi
FR0000052292,Hermes,RMS.PA,openfigi
FR0000052680,Oeneo,SBT.PA,openfigi
FR0000052755,Editions du Signe,MLEDS.PA,openfigi
FR0000053027,Akwel,AKW.PA,openfigi
FR0000053035,Grenobloise d'Electronique,GEA.PA,openfigi
FR0000053043,AdVini,ALAVI.PA,openfigi
FR0000053225,Metropole Télévision,MMT.PA,openfigi
FR0000053324,Compagnie des Alpes,CDA.PA,openfigi
FR0000053381,Derichebourg,DBG.PA,openfigi
FR0000053506,CEGEDIM,ALCGM.PA,openfigi
FR0000053944,Foncière Volta,SPEL.PA,openfigi
FR0000054132,Delfingen Industry,ALDEL.PA,openfigi
FR0000054199,S.T. Dupont,DPT.PA,openfigi
FR0000054231,High Co,HCO.PA,openfigi
FR0000054322,Cibox Interactive,ALCBX.PA,openfigi
FR0000054371,Speed Rabbit Pizza,MLSRP.PA,openfigi
FR0000054421,Bourrelier Group,ALBOU.PA,openfigi
FR0000054470,Ubisoft,UBI.PA,openfigi
FR0000054900,Télévision Française 1,TFI.PA,openfigi
FR0000060071,Groupe Samse,SAMS.PA,openfigi
FR0000060121,Saint Jean Groupe,SABE.PA,openfigi
FR0000060428,Compagnie Du Mont-Blanc,MLCMB.PA,openfigi
FR0000060451,Installux,ALLUX.PA,openfigi
FR0000060535,Fiducial Real Estate,ORIA.PA,openfigi
FR0000060790,Signaux Girod,ALGIR.PA,openfigi
FR0000060824,Financiere Marjos,FINM.PA,openfigi
FR0000060840,Devernois,ALDEV.PA,openfigi
FR0000060873,Marie Brizard Wine and Spirits,MBWS.PA,openfigi
FR0000060907,La Chausseria,CHSR.PA,openfigi
FR0000061129,Boiron,BOI.PA,openfigi
FR0000061137,Burelle,BUR.PA,openfigi
FR0000061244,Altheora,ALORA.PA,openfigi
FR0000061418,Fiducial Office Solutions,SACI.PA,openfigi
FR0000061459,Gérard Perrier,PERR.PA,openfigi
FR0000061608,Piscines Desjoyaux,ALPDX.PA,openfigi
FR0000061780,Augros Cosmetics,AUGR.PA,openfigi
FR0000062101,Fermière du Casino,FCMC.PA,openfigi
FR0000062150,Bleecker,BLEE.PA,openfigi
FR0000062234,Financiere de l'Odet,ODET.PA,openfigi
FR0000062465,Alan Allman Associates,AAA.PA,openfigi
FR0000062671,Exail Technologies,EXA.PA,openfigi
FR0000062788,Barbara Bui,BUI.PA,openfigi
FR0000062978,Dékuple,DKUPL.PA,openfigi
FR0000063737,Aubay,AUB.PA,openfigi
FR0000064164,Exacompta Clairefontaine,ALEXA.PA,openfigi
FR0000064271,STEF,STF.PA,openfigi
FR0000064297,Innelec Multimedia,ALINN.PA,openfigi
FR0000064404,Media 6,EDI.PA,openfigi
FR0000064446,Catering International Services,ALCIS.PA,openfigi
FR0000064735,Hydraulique,MLHYD.PA,openfigi
FR0000064784,Peugeot Invest,PEUG.PA,openfigi
FR0000064958,Intexa,ITXT.PA,openfigi
FR0000065260,Les Docks des Pétroles d'Ambès,DPAM.PA,openfigi
FR0000065278,Hopscotch,ALHOP.PA,openfigi
FR0000065393,Courtois,COUR.PA,openfigi
FR0000065484,Lectra,LSS.PA,openfigi
FR0000065492,Selcodis,SLCO.PA,openfigi
FR0000065773,Imprimerie Chirat,MLIMP.PA,openfigi
FR0000065864,Sogeclair,ALSOG.PA,openfigi
FR0000065971,Graines Voltz,GRVO.PA,openfigi
FR0000066441,Poujoulat,ALPJT.PA,openfigi
FR0000066540,Herige,ALHRG.PA,openfigi
FR0000066607,Lacroix,LACR.PA,openfigi
FR0000066672,GL Events,GLO.PA,openfigi
FR0000066722,Guillemot,GUI.PA,openfigi
FR0000066755,Haulotte Group,PIG.PA,openfigi
FR0000066961,Bernard Loiseau,ALDBL.PA,openfigi
FR0000071797,Infotel,INF.PA,openfigi
FR0000071946,Alten,ATE.PA,openfigi
FR0000072373,Egide,ALGID.PA,openfigi
FR0000072597,IT LINK,ALITL.PA,openfigi
FR0000073041,Pierre & Vacances,VAC.PA,openfigi
FR0000073272,Safran,SAF.PA,openfigi
FR0000073298,Ipsos,IPS.PA,openfigi
FR0000074072,BigBen Interactive,BIG.PA,openfigi
FR0000074148,Assystem,ASY.PA,openfigi
FR0000074197,Union Technologies Informatique,FPG.PA,openfigi
FR0000074254,Bourse Direct,BSD.PA,openfigi
FR0000074759,Fleury Michon,ALFLE.PA,openfigi
FR0000074775,Stradim-Espace,ALSAS.PA,openfigi
FR0000074783,Artmarket.com,PRC.PA,openfigi
FR0000075343,Groupe Euromedis,ALEMG.PA,openfigi
FR0000075442,Groupe LDLC,ALLDL.PA,openfigi
FR0000075954,Riber,ALRIB.PA,openfigi
FR0000076655,ACTIA Group,ALATI.PA,openfigi
FR0000076861,Acteos,EOS.PA,openfigi
FR0000076952,La Société Industrielle et Financière de l'Artois,ARTO.PA,openfigi
FR0000076960,Groupe Carnivor,MLGRC.PA,openfigi
FR0000077919,JCDecaux,DEC.PA,openfigi
FR0000077992,Pacte Novation,MLPAC.PA,openfigi
FR0000079147,U10,ALU10.PA,openfigi
FR0000079691,IDS France,MLIDS.PA,openfigi
FR0000120073,Air Liquide,AIL.DE,openfigi
FR0000120107,Savencia,SAVE.PA,openfigi
FR0000120172,Carrefour,CA.PA,openfigi
FR0000120271,TotalEnergies,TTE.PA,openfigi
FR0000120321,L'Oreal,OR.PA,openfigi
FR0000120404,Accor,AC.PA,openfigi
FR0000120503,Bouygues,EN.PA,openfigi
FR0000120560,Quadient,QDT.PA,openfigi
FR0000120578,Sanofi,SAN.PA,openfigi
FR0000120628,AXA,CS.PA,openfigi
FR0000120644,Danone,BN.PA,openfigi
FR0000120669,Esso,NAE.PA,openfigi
FR0000120693,Pernod Ricard,RI.PA,openfigi
FR0000120859,Imerys,NK.PA,openfigi
FR0000120966,Société BIC,BB.PA,openfigi
FR0000121014,LVMH Moët Hennessy,MC.PA,openfigi
FR0000121121,Eurazeo,RF.PA,openfigi
FR0000121147,Forvia,FRVIA.PA,openfigi
FR0000121204,Wendel,MF.PA,openfigi
FR0000121220,Sodexo,SW.PA,openfigi
FR0000121295,Lebon,ALBON.PA,openfigi
FR0000121329,Thales,HO.PA,openfigi
FR0000121485,Kering,KER.PA,openfigi
FR0000121667,EssilorLuxottica,ESL.DE,openfigi
FR0000121691,NRJ Group,NRG.PA,openfigi
FR0000121709,SEB,SK.PA,openfigi
FR0000121972,Schneider Electric,SU.PA,openfigi
FR0000124141,Veolia Environnement,VIE.PA,openfigi
FR0000124414,Gascogne,ALBI.PA,openfigi
FR0000124570,Plastic Omnium,OPM.PA,openfigi
FR0000125007,Compagnie de Saint-Gobain,SGO.PA,openfigi
FR0000125338,Capgemini,CAP.PA,openfigi
FR0000125486,VINCI,DG.PA,openfigi
FR0000127771,Vivendi,VIV.PA,openfigi
FR0000130213,Lagardere,MMB.PA,openfigi
FR0000130395,Remy Cointreau,RCO.PA,openfigi
FR0000130403,Christian Dior,CDI.PA,openfigi
FR0000130452,Eiffage,FGR.PA,openfigi
FR0000130577,Publicis Group,PUB.PA,openfigi
FR0000130692,Chargeurs,CRI.PA,openfigi
FR0000130809,Société Générale,GLE.PA,openfigi
FR0000131104,BNP Paribas,BNP.PA,openfigi
FR0000131757,Eramet,ERA.PA,openfigi
FR0000131906,Renault,RNL.DE,openfigi
FR0000133308,Orange,ORA.PA,openfigi
FR0000185423,Damartex,ALDAR.PA,openfigi
FR0000185464,Novatech Industries,MLNOV.PA,openfigi
FR0004007813,Kaufman & Broad,KOF.PA,openfigi
FR0004010338,Groupe JAJ,GJAJ.PA,openfigi
FR0004016699,SMTPC,ALTPC.PA,openfigi
FR0004023208,Bassac,BASS.PA,openfigi
FR0004024222,Interparfums,ITP.PA,openfigi
FR0004027068,Lanson BCC,ALLAN.PA,openfigi
FR0004029411,Keyrus,ALKEY.PA,openfigi
FR0004030708,Encres Dubuit,ALDUB.PA,openfigi
FR0004031763,Coheris,COH.PA,openfigi
FR0004034072,Xilam Animation,ALXIL.PA,openfigi
FR0004034320,Mr Bricolage,ALMRB.PA,openfigi
FR0004038263,Parrot,PARRO.PA,openfigi
FR0004040608,ABC Arbitrage,ABCA.PA,openfigi
FR0004044600,Prismaflex,ALPRI.PA,openfigi
FR0004045847,Voyageurs du Monde,ALVDM.PA,openfigi
FR0004050250,Neurones,NRO.PA,openfigi
FR0004052561,Proactis,PROAC.PA,openfigi
FR0004053510,Genoway,ALGEN.PA,openfigi
FR0004056851,Valneva,VLA.PA,openfigi
FR0004065605,MedinCell,MEDCL.PA,openfigi
FR0004065639,NSE,ALNSE.PA,openfigi
FR0004125920,Amundi,AMUN.PA,openfigi
FR0004153930,Hybrigenics,ALTAO.PA,openfigi
FR0004154060,Netgem,ALNTG.PA,openfigi
FR0004155000,Groupe SFPI,SFPI.PA,openfigi
FR0004155687,Mastrad,ALMAS.PA,openfigi
FR0004156297,Linedata Services,LIN.PA,openfigi
FR0004159473,Hexaom,ALHEX.PA,openfigi
FR0004163111,Genfit,GNFT.PA,openfigi
FR0004165801,Les Hotels de Paris,HDP.PA,openfigi
FR0004170017,LNA Sante,LNA.PA,openfigi
FR0004171346,Nextedia,ALNXT.PA,openfigi
FR0004172450,Mint,ALMIN.PA,openfigi
FR0004174233,Bilendi,ALBLD.PA,openfigi
FR0004180578,Sword Group,SWP.PA,openfigi
FR0004186856,Vetoquinol,VETO.PA,openfigi
FR0004187367,Freelance.com,ALFRE.PA,openfigi
FR0004527638,Exel Industries,EXE.PA,openfigi
FR0005175080,Transgene,TNG.PA,openfigi
FR0005691656,Trigano,TRI.PA,openfigi
FR0005843125,Hydro-Exploitation,MLHYE.PA,openfigi
FR0005854700,I2S,ALI2S.PA,openfigi
FR0006174348,Bureau Veritas,BVI.PA,openfigi
FR0006205019,Lombard & Medot,MLCAC.PA,openfigi
FR0006859039,Parisian Real Estate,MLIPP.PA,openfigi
